Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c000dr4b,5,"Monday, November 12, 2012 06:50:44 UTC",52.1871,-131.4521,4.0,10.00,112,"Queen Charlotte Islands, Canada region"
uu,60004567,2,"Monday, November 12, 2012 06:45:21 UTC",39.5820,-111.5523,1.2,9.90, 9,"Utah"
ci,15244025,2,"Monday, November 12, 2012 06:13:42 UTC",36.1105,-117.8692,1.1,4.40,10,"Central California"
us,c000dr3k,9,"Monday, November 12, 2012 06:05:26 UTC",14.4537,-91.9814,4.4,83.10,125,"Guatemala"
us,c000dr3p,7,"Monday, November 12, 2012 05:45:39 UTC",14.0772,-92.4315,4.3,35.10,31,"offshore Guatemala"
ci,15244017,4,"Monday, November 12, 2012 05:36:24 UTC",35.8685,-116.8583,1.4,3.70,23,"Central California"
us,c000dr34,7,"Monday, November 12, 2012 05:07:15 UTC",-45.6237,-76.8311,4.9,13.60,37,"off the coast of Aisen, Chile"
pr,12317000,0,"Monday, November 12, 2012 04:55:30 UTC",18.5004,-68.2628,3.6,164.00,11,"Mona Passage, Dominican Republic"
nc,71880730,0,"Monday, November 12, 2012 04:47:31 UTC",38.8185,-122.7750,1.0,0.70,15,"Northern California"
nc,71880725,1,"Monday, November 12, 2012 04:46:57 UTC",38.8175,-122.7732,1.7,0.70,27,"Northern California"
uu,60004557,2,"Monday, November 12, 2012 04:42:31 UTC",44.2587,-110.6628,1.5,8.00,15,"Yellowstone National Park, Wyoming"
us,c000dr30,4,"Monday, November 12, 2012 04:35:05 UTC",13.9303,-92.4201,4.3,19.60,26,"offshore Guatemala"
nc,71880720,0,"Monday, November 12, 2012 04:24:38 UTC",40.5148,-124.2682,1.8,5.50,10,"Northern California"
nc,71880715,2,"Monday, November 12, 2012 04:22:33 UTC",37.5683,-118.9363,1.3,2.90,21,"Central California"
nc,71880710,0,"Monday, November 12, 2012 04:22:23 UTC",37.5555,-118.9390,2.0,0.00,18,"Central California"
nc,71880700,2,"Monday, November 12, 2012 04:05:00 UTC",39.4120,-120.1247,2.1,0.30,23,"Northern California"
uu,60004552,2,"Monday, November 12, 2012 03:45:01 UTC",44.2563,-110.6557,2.0,7.80,19,"Yellowstone National Park, Wyoming"
ak,10597350,1,"Monday, November 12, 2012 03:38:06 UTC",62.6232,-150.0375,2.1,0.20,20,"Central Alaska"
us,c000dr2j,6,"Monday, November 12, 2012 03:31:17 UTC",14.3323,-92.3513,4.7,34.90,195,"offshore Guatemala"
uu,60004542,4,"Monday, November 12, 2012 03:24:32 UTC",44.2562,-110.6562,1.8,8.30,18,"Yellowstone National Park, Wyoming"
uu,60004537,2,"Monday, November 12, 2012 03:17:47 UTC",44.2657,-110.6707,1.5,12.30, 9,"Yellowstone National Park, Wyoming"
ak,10597341,1,"Monday, November 12, 2012 03:12:39 UTC",62.1390,-152.0938,2.0,112.10,23,"Central Alaska"
ci,15244001,2,"Monday, November 12, 2012 03:10:29 UTC",36.2133,-117.8640,1.3,2.30,30,"Central California"
us,c000dr29,8,"Monday, November 12, 2012 03:02:59 UTC",14.1059,-92.2109,4.7,24.50,175,"offshore Guatemala"
uu,60004532,2,"Monday, November 12, 2012 03:02:05 UTC",44.2557,-110.6525,1.5,7.10,14,"Yellowstone National Park, Wyoming"
ci,15243993,2,"Monday, November 12, 2012 02:45:45 UTC",35.9312,-117.6612,2.5,3.40,54,"Central California"
ak,10597333,1,"Monday, November 12, 2012 02:28:30 UTC",59.7615,-152.1472,1.8,60.30, 9,"Southern Alaska"
uu,60004522,2,"Monday, November 12, 2012 02:25:33 UTC",44.2620,-110.6677,1.2,8.60, 9,"Yellowstone National Park, Wyoming"
ak,10597331,1,"Monday, November 12, 2012 01:57:04 UTC",63.5209,-147.2399,1.6,9.40, 8,"Central Alaska"
ak,10597327,1,"Monday, November 12, 2012 01:47:48 UTC",61.2906,-152.4970,1.7,0.10,12,"Southern Alaska"
nc,71880640,1,"Monday, November 12, 2012 01:42:51 UTC",38.8058,-122.7753,1.9,0.20,38,"Northern California"
uu,60004517,4,"Monday, November 12, 2012 01:36:40 UTC",44.2547,-110.6557,1.7,7.70,16,"Yellowstone National Park, Wyoming"
nc,71880635,3,"Monday, November 12, 2012 01:34:33 UTC",36.3033,-120.8572,2.3,7.80,88,"Central California"
ak,10597315,1,"Monday, November 12, 2012 01:28:43 UTC",61.3128,-152.5980,2.3,0.10,19,"Southern Alaska"
nc,71880630,3,"Monday, November 12, 2012 01:28:01 UTC",36.3017,-120.8567,2.1,7.70,80,"Central California"
nc,71880625,0,"Monday, November 12, 2012 01:24:35 UTC",39.2447,-122.7133,1.9,10.70, 6,"Northern California"
ak,10597305,1,"Monday, November 12, 2012 01:11:01 UTC",60.8418,-151.3480,1.6,123.80,13,"Kenai Peninsula, Alaska"
nc,71880620,1,"Monday, November 12, 2012 00:54:34 UTC",38.7770,-122.7402,1.8,1.40,25,"Northern California"
hv,60429996,1,"Monday, November 12, 2012 00:45:50 UTC",19.1963,-155.4755,2.2,40.90,26,"Island of Hawaii, Hawaii"
ci,15243961,2,"Monday, November 12, 2012 00:43:21 UTC",34.0950,-117.3170,1.1,18.20,17,"Greater Los Angeles area, California"
nc,71880610,0,"Monday, November 12, 2012 00:30:46 UTC",38.8055,-122.8172,1.0,0.00, 6,"Northern California"
uu,60000215,2,"Monday, November 12, 2012 00:29:39 UTC",44.2657,-110.6618,1.2,4.40, 6,"Yellowstone National Park, Wyoming"
uu,60000210,2,"Monday, November 12, 2012 00:28:57 UTC",44.2682,-110.6808,1.4,8.70, 7,"Yellowstone National Park, Wyoming"
uu,60000205,2,"Monday, November 12, 2012 00:28:31 UTC",44.2602,-110.6628,1.2,7.70, 7,"Yellowstone National Park, Wyoming"
ak,10597284,1,"Monday, November 12, 2012 00:21:24 UTC",60.9886,-146.6082,3.0,19.90,54,"Southern Alaska"
us,c000dr18,8,"Monday, November 12, 2012 00:00:16 UTC",14.3127,-92.2823,4.6,20.10,95,"offshore Guatemala"
ak,10597274,1,"Sunday, November 11, 2012 23:52:18 UTC",59.0408,-151.7816,3.4,31.10,55,"Kenai Peninsula, Alaska"
us,c000dr15,7,"Sunday, November 11, 2012 23:49:27 UTC",13.9784,-92.3354,4.5,38.10,78,"offshore Guatemala"
nc,71880595,2,"Sunday, November 11, 2012 23:33:19 UTC",36.5552,-121.1517,1.5,7.20,25,"Central California"
nc,71880590,2,"Sunday, November 11, 2012 23:29:56 UTC",36.3018,-120.8583,1.5,7.60,25,"Central California"
ci,15243945,2,"Sunday, November 11, 2012 23:26:20 UTC",34.2725,-117.4592,1.6,11.30,62,"Southern California"
us,c000dr11,5,"Sunday, November 11, 2012 23:21:15 UTC",13.9698,-92.2591,5.0,53.20,298,"offshore Guatemala"
uu,60004502,4,"Sunday, November 11, 2012 23:18:44 UTC",37.5153,-112.5967,1.3,11.50, 8,"Utah"
us,c000dr0z,6,"Sunday, November 11, 2012 23:16:44 UTC",49.4377,155.2323,5.1,63.40,170,"Kuril Islands"
us,c000dr0j,7,"Sunday, November 11, 2012 22:44:33 UTC",13.8987,-92.1205,4.9,52.20,264,"offshore Guatemala"
us,c000dr0e,4,"Sunday, November 11, 2012 22:31:32 UTC",13.9350,-92.4519,4.5,37.60,32,"offshore Guatemala"
ak,10597241,1,"Sunday, November 11, 2012 22:29:25 UTC",61.8261,-151.4733,2.2,59.80,14,"Southern Alaska"
us,c000dr0c,7,"Sunday, November 11, 2012 22:25:46 UTC",14.3733,-92.6872,4.8,51.90,44,"offshore Chiapas, Mexico"
us,c000dr09,C,"Sunday, November 11, 2012 22:15:00 UTC",14.1637,-92.1667,6.5,27.00,619,"offshore Guatemala"
ak,10597225,1,"Sunday, November 11, 2012 22:14:02 UTC",61.5399,-146.3370,2.5,21.80,36,"Southern Alaska"
us,c000dqzz,7,"Sunday, November 11, 2012 21:33:10 UTC",-5.5182,151.7100,5.3,73.40,109,"New Britain region, Papua New Guinea"
ci,15243897,4,"Sunday, November 11, 2012 21:30:44 UTC",34.1632,-116.4113,1.3,4.80,27,"Southern California"
nc,71880550,3,"Sunday, November 11, 2012 21:22:54 UTC",37.4607,-121.8347,1.3,0.00,44,"San Francisco Bay area, California"
nc,71880535,3,"Sunday, November 11, 2012 20:19:32 UTC",36.6755,-121.3040,2.2,6.20,63,"Central California"
ak,10597199,1,"Sunday, November 11, 2012 20:11:36 UTC",64.8652,-148.8948,1.3,20.20, 9,"Central Alaska"
ci,15243873,2,"Sunday, November 11, 2012 19:46:11 UTC",32.1960,-115.3332,2.1,13.40, 7,"Baja California, Mexico"
ci,15243865,3,"Sunday, November 11, 2012 19:41:59 UTC",33.0642,-116.4575,2.6,7.00,113,"Southern California"
ci,15243857,2,"Sunday, November 11, 2012 19:36:40 UTC",35.0465,-117.6658,2.1,0.00,23,"Southern California"
ak,10597314,2,"Sunday, November 11, 2012 19:34:58 UTC",53.6931,-166.0836,2.1,64.00,16,"Fox Islands, Aleutian Islands, Alaska"
uw,60473412,2,"Sunday, November 11, 2012 19:22:03 UTC",45.0157,-124.1033,1.7,39.30,16,"offshore Oregon"
nc,71880505,0,"Sunday, November 11, 2012 18:51:55 UTC",38.7783,-122.7503,1.0,4.10,21,"Northern California"
us,c000dqye,6,"Sunday, November 11, 2012 18:39:22 UTC",29.3621,81.4988,4.8,36.80,33,"Nepal"
uu,60004487,2,"Sunday, November 11, 2012 18:36:22 UTC",41.8958,-112.6570,1.4,1.30,18,"Utah"
nc,71880500,3,"Sunday, November 11, 2012 18:30:51 UTC",39.2537,-122.7200,1.5,11.20,19,"Northern California"
us,c000dqy4,6,"Sunday, November 11, 2012 18:19:42 UTC",23.2077,95.9815,5.6,10.00,169,"Myanmar"
ci,15243841,2,"Sunday, November 11, 2012 18:10:00 UTC",32.2260,-115.2845,1.9,10.30,17,"Baja California, Mexico"
us,c000dqxn,7,"Sunday, November 11, 2012 17:51:57 UTC",36.0435,70.2892,4.5,91.50,22,"Hindu Kush region, Afghanistan"
nc,71880435,2,"Sunday, November 11, 2012 16:40:19 UTC",37.7680,-122.5708,1.1,13.10,21,"offshore Northern California"
nc,71880430,1,"Sunday, November 11, 2012 16:36:49 UTC",38.8242,-122.8020,1.4,3.10,28,"Northern California"
ak,10597164,1,"Sunday, November 11, 2012 16:36:05 UTC",61.6449,-151.3788,2.1,3.30,29,"Southern Alaska"
ci,15243825,2,"Sunday, November 11, 2012 16:25:57 UTC",32.4245,-116.2945,1.8,21.20,31,"Baja California, Mexico"
ak,10597153,1,"Sunday, November 11, 2012 16:16:16 UTC",63.2014,-150.5069,2.1,121.30,16,"Central Alaska"
nc,71880395,2,"Sunday, November 11, 2012 15:45:47 UTC",35.7958,-121.3135,1.3,4.60,19,"Central California"
ak,10597144,1,"Sunday, November 11, 2012 15:37:55 UTC",63.2762,-150.3858,1.7,111.20, 7,"Central Alaska"
ci,15243817,2,"Sunday, November 11, 2012 15:26:43 UTC",35.4920,-118.4540,1.3,7.00,16,"Central California"
us,c000dqwa,8,"Sunday, November 11, 2012 14:56:11 UTC",-10.7498,164.8130,5.1,30.20,36,"Santa Cruz Islands region"
ci,15243809,2,"Sunday, November 11, 2012 14:42:04 UTC",33.6833,-117.0177,1.2,13.30,23,"Southern California"
ci,15243801,2,"Sunday, November 11, 2012 14:16:11 UTC",33.3900,-116.8445,1.3,7.30,50,"Southern California"
nc,71880375,0,"Sunday, November 11, 2012 14:04:47 UTC",38.8433,-122.8298,1.0,2.40,13,"Northern California"
ci,15243785,2,"Sunday, November 11, 2012 13:26:14 UTC",36.0955,-117.5893,1.5,5.20,22,"Central California"
ak,10597127,1,"Sunday, November 11, 2012 12:57:30 UTC",62.5433,-151.4643,2.6,129.00,43,"Central Alaska"
pr,12316003,0,"Sunday, November 11, 2012 12:31:04 UTC",18.1455,-67.0747,2.3,22.00,12,"Puerto Rico"
ak,10597125,1,"Sunday, November 11, 2012 12:08:57 UTC",56.2183,-157.8120,2.3,45.40,11,"Alaska Peninsula"
ci,15243769,2,"Sunday, November 11, 2012 12:04:04 UTC",33.3403,-116.8948,1.6,7.80,52,"Southern California"
ci,15243761,2,"Sunday, November 11, 2012 11:58:56 UTC",33.9393,-117.0913,1.1,14.60,16,"Greater Los Angeles area, California"
ci,15243745,2,"Sunday, November 11, 2012 11:11:18 UTC",33.1240,-115.6258,1.7,1.60,18,"Southern California"
nc,71880330,0,"Sunday, November 11, 2012 11:01:29 UTC",39.8957,-123.4350,1.6,2.50, 9,"Northern California"
us,c000dqvg,6,"Sunday, November 11, 2012 10:54:42 UTC",22.7574,95.9014,5.8,9.80,238,"Myanmar"
ak,10597106,1,"Sunday, November 11, 2012 10:41:41 UTC",59.9245,-152.7149,2.3,95.60,29,"Southern Alaska"
us,c000dqvd,7,"Sunday, November 11, 2012 10:32:15 UTC",12.1247,-88.0918,4.3,34.90,75,"near the coast of Nicaragua"
uw,60473377,2,"Sunday, November 11, 2012 10:14:38 UTC",42.2320,-124.6528,1.8,0.00,11,"offshore Oregon"
nc,71880315,1,"Sunday, November 11, 2012 10:00:24 UTC",38.8157,-122.7957,1.4,3.40,28,"Northern California"
nc,71880320,0,"Sunday, November 11, 2012 09:59:06 UTC",38.8198,-122.7995,1.2,3.70,19,"Northern California"
ci,15243729,2,"Sunday, November 11, 2012 09:39:10 UTC",33.1173,-115.6985,1.3,3.00,15,"Southern California"
ak,10597100,1,"Sunday, November 11, 2012 09:24:33 UTC",64.8248,-150.8279,2.1,0.00,12,"Central Alaska"
nc,71880305,1,"Sunday, November 11, 2012 09:07:42 UTC",38.8225,-122.8072,1.3,3.00,26,"Northern California"
ak,10597093,1,"Sunday, November 11, 2012 09:03:08 UTC",63.2690,-151.0709,1.8,6.50,12,"Central Alaska"
nc,71880295,2,"Sunday, November 11, 2012 08:47:23 UTC",36.3030,-120.8437,1.0,8.00,19,"Central California"
ci,15243713,2,"Sunday, November 11, 2012 08:28:49 UTC",35.9582,-117.7027,1.1,3.80,16,"Central California"
ci,15243705,0,"Sunday, November 11, 2012 08:22:22 UTC",34.2233,-117.5153,2.0,7.90,89,"Greater Los Angeles area, California"
pr,12316002,0,"Sunday, November 11, 2012 08:20:32 UTC",18.7921,-65.0820,2.6,48.00, 5,"Virgin Islands region"
us,c000dquy,6,"Sunday, November 11, 2012 08:02:27 UTC",3.2394,-31.4516,4.7,10.00,54,"central Mid-Atlantic Ridge"
ci,15243697,0,"Sunday, November 11, 2012 07:59:14 UTC",35.9468,-117.7078,1.7,1.60,37,"Central California"
us,c000dquq,6,"Sunday, November 11, 2012 07:52:36 UTC",-5.8351,130.1942,4.8,7.00,54,"Banda Sea"
ci,15243689,0,"Sunday, November 11, 2012 07:25:04 UTC",33.1553,-116.0057,2.2,7.30,117,"Southern California"
us,c000dquh,5,"Sunday, November 11, 2012 07:24:19 UTC",-33.9590,-72.4316,4.0,18.00,19,"offshore Libertador O'Higgins, Chile"
pr,12316001,0,"Sunday, November 11, 2012 07:20:43 UTC",18.1299,-67.0931,1.5,23.00, 5,"Puerto Rico"
hv,60429791,1,"Sunday, November 11, 2012 07:16:37 UTC",19.3670,-155.2853,1.8,2.50,12,"Island of Hawaii, Hawaii"
ak,10597067,3,"Sunday, November 11, 2012 06:42:56 UTC",65.0618,-148.6250,2.0,21.70,12,"northern Alaska"
ak,10597062,1,"Sunday, November 11, 2012 06:28:47 UTC",58.3133,-156.4037,3.1,190.00,21,"Alaska Peninsula"
ci,15243657,0,"Sunday, November 11, 2012 06:19:27 UTC",33.1485,-116.3368,1.5,3.50,16,"Southern California"
nc,71880225,2,"Sunday, November 11, 2012 06:09:59 UTC",35.7583,-120.3073,1.0,9.80,41,"Central California"
uu,60004472,4,"Sunday, November 11, 2012 06:08:57 UTC",44.8042,-110.7965,1.5,8.10,21,"Yellowstone National Park, Wyoming"
uu,60004462,4,"Sunday, November 11, 2012 06:05:42 UTC",44.8055,-110.7977,2.0,8.20,24,"Yellowstone National Park, Wyoming"
ak,10597053,1,"Sunday, November 11, 2012 05:47:23 UTC",64.8514,-152.8178,1.8,0.00, 6,"Central Alaska"
us,c000dqtp,7,"Sunday, November 11, 2012 05:46:48 UTC",-33.9899,-72.1240,4.8,17.70,42,"offshore Libertador O'Higgins, Chile"
us,c000dqtl,6,"Sunday, November 11, 2012 05:40:11 UTC",13.8969,-91.5230,4.4,67.30,131,"offshore Guatemala"
ci,15243649,0,"Sunday, November 11, 2012 05:39:15 UTC",33.9375,-116.0320,2.7,1.90,108,"Southern California"
us,c000dqth,5,"Sunday, November 11, 2012 05:24:45 UTC",-8.6225,118.3661,4.5,116.20,19,"Sumbawa region, Indonesia"
pr,12316000,0,"Sunday, November 11, 2012 05:24:19 UTC",18.1541,-67.0730,2.8,23.00,13,"Puerto Rico"
uu,60004457,2,"Sunday, November 11, 2012 05:20:42 UTC",44.5945,-110.4725,1.5,2.00,12,"Yellowstone National Park, Wyoming"
nc,71880195,3,"Sunday, November 11, 2012 05:16:48 UTC",36.2985,-120.8482,1.8,8.10,46,"Central California"
us,c000dqta,8,"Sunday, November 11, 2012 05:15:49 UTC",37.5410,141.6068,4.7,35.50,98,"near the east coast of Honshu, Japan"
us,c000dqtb,6,"Sunday, November 11, 2012 05:10:57 UTC",-33.9451,-72.1528,4.6,19.50,20,"offshore Libertador O'Higgins, Chile"
us,c000dqt3,3,"Sunday, November 11, 2012 05:01:16 UTC",-17.2549,-177.7664,4.8,578.40,46,"Fiji region"
us,c000dqt2,B,"Sunday, November 11, 2012 04:57:45 UTC",13.4334,-91.7433,4.4,43.00,60,"offshore Guatemala"
nc,71880180,0,"Sunday, November 11, 2012 04:52:50 UTC",39.8938,-123.4338,1.7,2.90,10,"Northern California"
ci,15243641,0,"Sunday, November 11, 2012 04:13:37 UTC",33.7238,-116.7922,1.2,24.00,34,"Southern California"
us,c000dqsw,4,"Sunday, November 11, 2012 04:11:33 UTC",-17.7055,-178.3915,4.5,459.00,46,"Fiji region"
ak,10597032,1,"Sunday, November 11, 2012 03:33:40 UTC",61.7590,-149.9976,2.2,49.00,21,"Southern Alaska"
ak,10597026,1,"Sunday, November 11, 2012 03:10:59 UTC",61.5280,-146.3821,2.0,19.20,17,"Southern Alaska"
us,c000dqsm,7,"Sunday, November 11, 2012 02:55:44 UTC",-11.6744,166.2183,4.8,91.50,95,"Santa Cruz Islands"
ak,10597024,1,"Sunday, November 11, 2012 02:52:17 UTC",61.0298,-151.0341,1.9,19.20, 8,"Southern Alaska"
ak,10597018,1,"Sunday, November 11, 2012 02:38:44 UTC",64.4328,-152.6245,1.6,0.30, 5,"Central Alaska"
ci,15243617,0,"Sunday, November 11, 2012 02:24:52 UTC",33.0250,-115.5332,2.0,13.40,37,"Southern California"
ci,15243609,0,"Sunday, November 11, 2012 02:20:09 UTC",33.7197,-116.8242,1.4,19.10,57,"Southern California"
nc,71880105,1,"Sunday, November 11, 2012 02:09:56 UTC",38.8358,-122.7963,1.8,2.50,32,"Northern California"
ak,10597009,1,"Sunday, November 11, 2012 02:02:27 UTC",61.6150,-152.5286,2.7,0.00,15,"Southern Alaska"
nc,71880080,3,"Sunday, November 11, 2012 01:52:49 UTC",38.8163,-122.8167,1.9,2.80,62,"Northern California"
us,c000dqrk,4,"Sunday, November 11, 2012 01:32:27 UTC",22.7081,95.8969,5.0,10.10,34,"Myanmar"
us,c000dqrp,4,"Sunday, November 11, 2012 01:29:59 UTC",22.8122,95.9422,5.0,10.10,35,"Myanmar"
us,c000dqs8,4,"Sunday, November 11, 2012 01:19:34 UTC",6.5515,-82.1715,4.6,19.60,58,"south of Panama"
us,c000dqqw,D,"Sunday, November 11, 2012 01:12:38 UTC",23.0140,95.8832,6.8,9.80,333,"Myanmar"
nc,71880070,1,"Sunday, November 11, 2012 01:12:28 UTC",38.8247,-122.8033,1.1,3.10,28,"Northern California"
nc,71880055,1,"Sunday, November 11, 2012 01:01:39 UTC",38.8268,-122.8533,1.2,2.70,28,"Northern California"
ak,10596983,1,"Sunday, November 11, 2012 00:59:09 UTC",62.1902,-148.2947,2.0,28.90,16,"Central Alaska"
us,c000dqql,5,"Sunday, November 11, 2012 00:59:00 UTC",29.3094,105.2624,4.9,9.60,63,"Sichuan-Chongqing border region, China"
ak,10596979,1,"Sunday, November 11, 2012 00:32:12 UTC",64.2512,-150.0622,1.1,18.40, 4,"Central Alaska"
ak,10596974,2,"Sunday, November 11, 2012 00:23:46 UTC",56.3547,-156.5253,2.6,57.50,12,"Alaska Peninsula"
nc,71880035,2,"Sunday, November 11, 2012 00:18:27 UTC",37.6383,-118.8822,1.1,8.40,22,"Long Valley area, California"
nn,00393428,9,"Saturday, November 10, 2012 23:50:35 UTC",37.3325,-115.8549,1.3,0.00, 7,"Nevada"
us,c000dqpx,6,"Saturday, November 10, 2012 23:45:49 UTC",-18.6740,170.1788,4.7,166.00,32,"Vanuatu"
ak,10599943,2,"Saturday, November 10, 2012 23:35:18 UTC",67.5950,-156.9627,2.3,11.00,11,"northern Alaska"
ci,15243569,0,"Saturday, November 10, 2012 23:31:22 UTC",33.0627,-115.9152,2.6,4.60,112,"Southern California"
ak,10596966,2,"Saturday, November 10, 2012 23:26:27 UTC",61.8627,-150.4659,1.1,4.40, 8,"Southern Alaska"
ak,10596965,2,"Saturday, November 10, 2012 23:21:14 UTC",61.3361,-152.4629,1.5,3.80,20,"Southern Alaska"
pr,12315003,0,"Saturday, November 10, 2012 23:20:40 UTC",19.6581,-64.1679,3.3,47.00, 7,"Virgin Islands region"
ci,15243561,0,"Saturday, November 10, 2012 22:43:04 UTC",32.9015,-116.2342,1.5,4.50,34,"Southern California"
uw,60473232,2,"Saturday, November 10, 2012 22:31:23 UTC",44.2827,-122.6260,1.5,61.20,27,"Oregon"
ci,15243545,0,"Saturday, November 10, 2012 22:24:29 UTC",33.8393,-117.8122,1.9,15.30,17,"Greater Los Angeles area, California"
ci,15243537,0,"Saturday, November 10, 2012 22:23:25 UTC",33.7895,-117.0980,1.3,24.50,28,"Southern California"
ak,10596951,3,"Saturday, November 10, 2012 22:18:24 UTC",60.0659,-149.8661,1.5,21.90, 9,"Kenai Peninsula, Alaska"
nc,71879980,0,"Saturday, November 10, 2012 22:10:34 UTC",38.7878,-122.7257,1.2,2.00,19,"Northern California"
se,111012d,B,"Saturday, November 10, 2012 22:06:52 UTC",37.1543,-83.0525,2.3,14.40,19,"eastern Kentucky"
nc,71879975,1,"Saturday, November 10, 2012 22:01:53 UTC",37.7228,-121.6122,1.8,10.80,17,"Northern California"
us,c000dqnu,6,"Saturday, November 10, 2012 22:01:31 UTC",29.2977,105.3647,4.7,10.00,44,"Sichuan-Chongqing border region, China"
ak,10596936,3,"Saturday, November 10, 2012 21:47:57 UTC",52.9002,-167.4617,3.1,23.30,18,"Fox Islands, Aleutian Islands, Alaska"
nc,71879970,2,"Saturday, November 10, 2012 21:47:40 UTC",35.7865,-121.3992,1.4,5.60,16,"offshore Central California"
us,c000dqmx,E,"Saturday, November 10, 2012 21:30:00 UTC",37.9290,20.8508,4.3,10.00,53,"Ionian Sea"
nc,71879955,0,"Saturday, November 10, 2012 21:29:04 UTC",38.8182,-122.8158,1.0,2.60,21,"Northern California"
mb,12615122,2,"Saturday, November 10, 2012 21:28:20 UTC",45.1258,-111.7280,2.3,6.70,59,"western Montana"
ak,10596923,2,"Saturday, November 10, 2012 21:01:30 UTC",62.0712,-151.9329,1.7,99.20,17,"Central Alaska"
ak,10596916,2,"Saturday, November 10, 2012 20:52:17 UTC",63.4863,-148.9194,1.2,6.50,17,"Central Alaska"
ak,10596913,2,"Saturday, November 10, 2012 20:50:56 UTC",63.7077,-147.8722,1.4,8.70,22,"Central Alaska"
ak,10596909,2,"Saturday, November 10, 2012 20:39:27 UTC",61.9897,-149.9817,2.0,45.90,33,"Southern Alaska"
nc,71879895,0,"Saturday, November 10, 2012 20:25:42 UTC",38.8063,-122.7915,1.2,0.90,23,"Northern California"
ak,10596906,2,"Saturday, November 10, 2012 20:24:06 UTC",59.9896,-153.0379,1.2,4.30,11,"Southern Alaska"
hv,60429641,1,"Saturday, November 10, 2012 20:20:10 UTC",19.4820,-155.9078,1.9,12.90,11,"Island of Hawaii, Hawaii"
ak,10599930,2,"Saturday, November 10, 2012 19:42:37 UTC",51.5293,-178.0475,1.8,20.90,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10599929,2,"Saturday, November 10, 2012 19:00:45 UTC",51.5066,-178.0381,1.7,13.10, 9,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71879820,3,"Saturday, November 10, 2012 18:40:11 UTC",37.3668,-119.9957,1.4,22.00, 9,"Central California"
se,111012b,C,"Saturday, November 10, 2012 18:37:07 UTC",37.1436,-83.0565,2.5,13.50,21,"eastern Kentucky"
ci,15243505,0,"Saturday, November 10, 2012 17:57:26 UTC",35.6653,-118.4695,1.7,9.80,32,"Central California"
us,c000dqib,7,"Saturday, November 10, 2012 17:51:56 UTC",13.8565,-92.1670,4.5,45.90,101,"offshore Guatemala"
se,111012c,B,"Saturday, November 10, 2012 17:51:24 UTC",37.1409,-83.0528,2.1,15.60,15,"eastern Kentucky"
nn,00393410,9,"Saturday, November 10, 2012 17:43:38 UTC",38.0695,-118.8842,1.2,8.60, 8,"Central California"
ak,10596881,2,"Saturday, November 10, 2012 17:15:39 UTC",61.0681,-152.1656,2.0,108.10,29,"Southern Alaska"
us,c000dqi1,7,"Saturday, November 10, 2012 17:15:10 UTC",13.8199,-92.2185,5.1,42.10,215,"offshore Guatemala"
se,111012a,E,"Saturday, November 10, 2012 17:08:14 UTC",37.1386,-83.0537,4.3,17.10,22,"eastern Kentucky"
nc,71879745,3,"Saturday, November 10, 2012 16:50:20 UTC",37.6205,-119.0158,2.2,5.60,43,"Long Valley area, California"
ak,10599927,2,"Saturday, November 10, 2012 16:48:35 UTC",63.5579,-147.4715,1.1,72.10,15,"Central Alaska"
ak,10596874,3,"Saturday, November 10, 2012 16:33:02 UTC",63.5981,-147.3714,1.0,7.80,14,"Central Alaska"
ak,10596865,2,"Saturday, November 10, 2012 16:17:59 UTC",58.9721,-136.7991,2.6,2.40,14,"Southeastern Alaska"
ci,15243473,0,"Saturday, November 10, 2012 16:00:33 UTC",33.8818,-116.8488,1.2,15.90,42,"Southern California"
nc,71879730,0,"Saturday, November 10, 2012 15:57:51 UTC",37.9898,-118.6637,1.7,2.00,20,"Central California"
ak,10596859,2,"Saturday, November 10, 2012 15:27:21 UTC",61.5666,-149.6937,1.8,29.20,25,"Southern Alaska"
pr,12315001,0,"Saturday, November 10, 2012 15:17:23 UTC",18.8915,-64.5264,2.2,62.00, 3,"Virgin Islands region"
ci,15243465,0,"Saturday, November 10, 2012 15:13:42 UTC",32.1415,-115.2350,2.8,6.90,16,"Baja California, Mexico"
hv,60429556,2,"Saturday, November 10, 2012 15:04:29 UTC",19.1938,-155.4700,2.1,6.60,22,"Island of Hawaii, Hawaii"
us,c000dqg4,9,"Saturday, November 10, 2012 14:57:49 UTC",-8.9126,-75.0459,5.9,118.20,556,"central Peru"
nc,71879700,1,"Saturday, November 10, 2012 14:38:58 UTC",38.8210,-122.7807,1.5,1.80,25,"Northern California"
nc,71879695,0,"Saturday, November 10, 2012 14:36:29 UTC",38.8217,-122.7810,1.3,1.60,12,"Northern California"
ak,10596828,2,"Saturday, November 10, 2012 14:27:31 UTC",61.5586,-146.2880,2.1,6.40,43,"Southern Alaska"
ak,10599922,2,"Saturday, November 10, 2012 14:21:59 UTC",61.5947,-141.3849,1.4,15.50, 9,"Southern Alaska"
ci,15243425,0,"Saturday, November 10, 2012 13:57:36 UTC",33.5107,-116.5130,1.1,12.10,37,"Southern California"
