Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10599424,1,"Tuesday, November 13, 2012 16:18:23 UTC",61.6137,-146.5622,2.0,8.80,31,"Southern Alaska"
ci,15244545,0,"Tuesday, November 13, 2012 16:17:41 UTC",33.2758,-116.7755,1.2,9.00,50,"Southern California"
ak,10599417,1,"Tuesday, November 13, 2012 15:59:18 UTC",61.5005,-149.7926,1.7,34.00, 8,"Southern Alaska"
nc,71881765,0,"Tuesday, November 13, 2012 15:33:20 UTC",36.4625,-121.0360,1.6,4.20,10,"Central California"
nc,71881760,0,"Tuesday, November 13, 2012 15:22:39 UTC",36.5603,-121.1512,1.9,2.90,11,"Central California"
ak,10599407,1,"Tuesday, November 13, 2012 15:21:38 UTC",62.9191,-149.0676,1.6,60.70, 5,"Central Alaska"
ak,10599403,1,"Tuesday, November 13, 2012 15:06:45 UTC",64.4106,-147.4404,1.1,10.10,10,"Central Alaska"
ak,10599391,1,"Tuesday, November 13, 2012 14:53:05 UTC",57.6160,-142.7696,2.9,15.00,16,"Gulf of Alaska"
ak,10599392,3,"Tuesday, November 13, 2012 14:51:58 UTC",64.5195,-148.8740,1.3,0.50, 7,"Central Alaska"
ci,15244529,0,"Tuesday, November 13, 2012 14:48:40 UTC",33.7993,-116.0587,1.2,2.90,35,"Southern California"
ci,15244521,0,"Tuesday, November 13, 2012 14:31:08 UTC",32.6077,-115.6833,1.9,12.30,18,"Baja California, Mexico"
nc,71881730,1,"Tuesday, November 13, 2012 14:21:11 UTC",38.8173,-122.8263,1.6,2.60,27,"Northern California"
uu,60004727,4,"Tuesday, November 13, 2012 14:00:51 UTC",44.5080,-110.5923,1.1,5.80,13,"Yellowstone National Park, Wyoming"
nc,71881725,0,"Tuesday, November 13, 2012 13:56:55 UTC",39.0442,-123.0917,1.9,1.10,10,"Northern California"
ak,10599375,1,"Tuesday, November 13, 2012 13:44:26 UTC",64.5930,-147.9992,1.8,14.80,19,"Central Alaska"
ci,15244513,0,"Tuesday, November 13, 2012 13:44:11 UTC",34.2520,-116.7443,1.5,0.30,44,"Southern California"
nc,71881720,6,"Tuesday, November 13, 2012 13:40:05 UTC",39.0457,-123.0908,3.3,3.00,79,"Northern California"
ci,15244505,0,"Tuesday, November 13, 2012 13:38:11 UTC",32.7972,-116.1402,1.6,9.90,59,"Southern California"
ak,10599368,1,"Tuesday, November 13, 2012 13:27:09 UTC",63.4434,-148.9111,1.3,9.80, 8,"Central Alaska"
nc,71881715,0,"Tuesday, November 13, 2012 13:26:33 UTC",38.8287,-122.7987,1.0,1.80,16,"Northern California"
ci,15244497,0,"Tuesday, November 13, 2012 13:24:48 UTC",33.8945,-116.2902,1.0,5.70,28,"Southern California"
ak,10599360,1,"Tuesday, November 13, 2012 13:23:45 UTC",63.2578,-150.6167,1.9,134.50,24,"Central Alaska"
ak,10599352,2,"Tuesday, November 13, 2012 13:15:31 UTC",57.5212,-142.8596,2.6,10.00,10,"Gulf of Alaska"
ak,10599351,1,"Tuesday, November 13, 2012 13:15:24 UTC",63.2396,-151.1152,1.5,0.00, 9,"Central Alaska"
ak,10599345,1,"Tuesday, November 13, 2012 13:06:49 UTC",60.9270,-151.0034,2.3,55.40,32,"Kenai Peninsula, Alaska"
ak,10599341,1,"Tuesday, November 13, 2012 12:52:41 UTC",64.9454,-151.3545,1.3,7.10, 6,"Central Alaska"
nc,71881705,2,"Tuesday, November 13, 2012 12:51:59 UTC",35.7577,-121.2630,1.2,5.80,18,"Central California"
nc,71881690,3,"Tuesday, November 13, 2012 12:47:25 UTC",38.2762,-119.3708,1.7,4.00,35,"Central California"
us,c000drpn,3,"Tuesday, November 13, 2012 12:42:50 UTC",0.2740,122.3120,4.3,155.00,39,"Minahasa, Sulawesi, Indonesia"
ci,15244489,0,"Tuesday, November 13, 2012 12:16:51 UTC",35.2555,-118.6057,1.4,6.00,26,"Central California"
us,c000drpf,5,"Tuesday, November 13, 2012 12:13:18 UTC",-16.6715,-175.7467,4.8,176.50,30,"Tonga"
uw,60473882,3,"Tuesday, November 13, 2012 12:13:08 UTC",47.8810,-121.6472,2.3,8.80,40,"Washington"
us,c000drpd,6,"Tuesday, November 13, 2012 12:12:08 UTC",-4.8863,103.0243,4.6,67.40,49,"southern Sumatra, Indonesia"
pr,12318001,0,"Tuesday, November 13, 2012 12:02:14 UTC",18.7584,-64.2908,2.3,41.00, 3,"Virgin Islands region"
pr,12318000,0,"Tuesday, November 13, 2012 12:00:04 UTC",18.2098,-64.7570,2.4,13.00, 6,"Virgin Islands region"
ak,10599314,1,"Tuesday, November 13, 2012 11:41:15 UTC",59.7239,-143.5162,1.8,40.00, 8,"Gulf of Alaska"
ak,10599310,2,"Tuesday, November 13, 2012 11:28:42 UTC",50.6827,-175.0102,3.2,25.00, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71881650,2,"Tuesday, November 13, 2012 11:14:14 UTC",37.6458,-118.9132,1.9,1.40,26,"Long Valley area, California"
ci,15244465,0,"Tuesday, November 13, 2012 11:07:36 UTC",35.6590,-118.4680,2.1,9.50,47,"Central California"
hv,60430636,2,"Tuesday, November 13, 2012 10:51:47 UTC",19.4000,-155.3053,1.9,4.00,28,"Island of Hawaii, Hawaii"
nc,71881630,1,"Tuesday, November 13, 2012 10:48:16 UTC",38.8040,-122.7928,1.2,1.20,25,"Northern California"
ak,10599300,1,"Tuesday, November 13, 2012 10:36:05 UTC",60.3718,-141.8853,1.8,6.20,16,"Southern Alaska"
ak,10599296,1,"Tuesday, November 13, 2012 10:17:12 UTC",64.4619,-148.0788,1.1,20.60, 9,"Central Alaska"
ak,10599289,1,"Tuesday, November 13, 2012 09:48:55 UTC",61.6019,-150.6291,2.0,41.40,12,"Southern Alaska"
ak,10599288,2,"Tuesday, November 13, 2012 09:46:05 UTC",58.5022,-142.7042,2.0,10.00,12,"Gulf of Alaska"
ak,10599281,1,"Tuesday, November 13, 2012 09:33:11 UTC",63.8555,-148.4839,1.4,112.60, 9,"Central Alaska"
ak,10599278,2,"Tuesday, November 13, 2012 09:20:41 UTC",57.6749,-143.0462,2.5,10.00,10,"Gulf of Alaska"
nc,71881600,2,"Tuesday, November 13, 2012 09:15:09 UTC",36.2793,-120.8477,1.8,7.30,53,"Central California"
us,c000drn8,6,"Tuesday, November 13, 2012 09:08:01 UTC",13.8713,-92.3321,4.8,34.80,254,"offshore Guatemala"
nc,71881580,0,"Tuesday, November 13, 2012 08:42:01 UTC",36.8167,-121.4895,1.4,13.30,10,"Central California"
nc,71881570,2,"Tuesday, November 13, 2012 08:41:37 UTC",36.7967,-121.4928,1.4,10.20,40,"Central California"
nc,71881565,1,"Tuesday, November 13, 2012 08:37:44 UTC",38.8248,-122.7790,1.8,2.40,36,"Northern California"
us,c000drn3,A,"Tuesday, November 13, 2012 08:35:14 UTC",37.1039,-104.8564,2.7,5.00,36,"Colorado"
ak,10599264,1,"Tuesday, November 13, 2012 08:31:11 UTC",56.9666,-157.6972,2.6,85.40,15,"Alaska Peninsula"
nc,71881540,1,"Tuesday, November 13, 2012 07:55:03 UTC",38.8135,-122.8198,1.4,3.20,25,"Northern California"
ci,15244457,0,"Tuesday, November 13, 2012 07:48:41 UTC",33.2762,-116.7828,1.3,14.00,55,"Southern California"
us,c000drmp,5,"Tuesday, November 13, 2012 07:34:19 UTC",52.8244,-132.4372,4.3,10.10,238,"Queen Charlotte Islands, Canada region"
nc,71881535,0,"Tuesday, November 13, 2012 07:22:03 UTC",38.7933,-122.7588,1.2,0.00,13,"Northern California"
us,c000drmk,7,"Tuesday, November 13, 2012 07:17:02 UTC",11.9646,-86.4206,4.3,140.60,140,"near the coast of Nicaragua"
us,c000drmh,7,"Tuesday, November 13, 2012 07:06:33 UTC",38.2304,15.9007,4.4,81.90,46,"Sicily, Italy"
ak,10599240,1,"Tuesday, November 13, 2012 07:01:04 UTC",60.4834,-147.3458,1.9,22.00,19,"Southern Alaska"
us,c000drml,3,"Tuesday, November 13, 2012 06:48:19 UTC",29.7169,-42.5989,4.9,10.10,159,"northern Mid-Atlantic Ridge"
ak,10599234,1,"Tuesday, November 13, 2012 06:48:03 UTC",60.2976,-143.1193,1.0,6.30, 6,"Southern Alaska"
us,c000drma,6,"Tuesday, November 13, 2012 06:44:17 UTC",-3.0059,139.6024,4.8,48.40,36,"Papua, Indonesia"
ak,10599228,1,"Tuesday, November 13, 2012 06:32:50 UTC",60.6628,-151.8667,1.8,79.10,13,"Kenai Peninsula, Alaska"
us,c000drme,4,"Tuesday, November 13, 2012 06:21:32 UTC",29.8391,-42.7953,4.8,10.10,141,"northern Mid-Atlantic Ridge"
ci,15244449,0,"Tuesday, November 13, 2012 06:11:55 UTC",35.9127,-118.0942,1.7,12.90,42,"Central California"
nc,71881515,2,"Tuesday, November 13, 2012 05:45:31 UTC",39.4042,-122.7792,1.6,8.50,18,"Northern California"
nc,71881510,2,"Tuesday, November 13, 2012 05:32:54 UTC",35.7520,-121.2013,1.1,7.80,16,"Central California"
uu,60004717,2,"Tuesday, November 13, 2012 05:32:26 UTC",39.4190,-111.2015,1.4,1.90, 6,"Utah"
us,c000drlw,6,"Tuesday, November 13, 2012 05:31:57 UTC",13.7682,-92.0536,4.8,36.40,275,"offshore Guatemala"
ci,15244441,0,"Tuesday, November 13, 2012 05:16:04 UTC",34.3815,-116.4567,1.5,8.50,14,"Southern California"
ci,15244433,0,"Tuesday, November 13, 2012 05:13:18 UTC",34.3707,-116.4625,1.4,5.90,41,"Southern California"
ak,10599203,2,"Tuesday, November 13, 2012 04:57:50 UTC",63.9885,-150.3014,1.0,10.00, 7,"Central Alaska"
us,c000drlm,9,"Tuesday, November 13, 2012 04:55:48 UTC",52.8231,-132.0062,5.1,9.80,378,"Queen Charlotte Islands, Canada region"
nc,71881490,3,"Tuesday, November 13, 2012 04:33:35 UTC",38.7072,-122.3925,1.1,8.60,23,"Northern California"
us,c000drlb,9,"Tuesday, November 13, 2012 04:31:27 UTC",-45.7438,-77.1419,6.0,9.70,171,"off the coast of Aisen, Chile"
ci,15244417,0,"Tuesday, November 13, 2012 04:06:18 UTC",33.4887,-116.5567,1.0,14.50,62,"Southern California"
nc,71881475,1,"Tuesday, November 13, 2012 04:01:21 UTC",38.8162,-122.8182,1.8,2.70,32,"Northern California"
nc,71881470,0,"Tuesday, November 13, 2012 03:59:33 UTC",39.9750,-122.9312,1.6,0.00,11,"Northern California"
nc,71881450,1,"Tuesday, November 13, 2012 03:39:47 UTC",38.8717,-122.8212,1.8,3.50,30,"Northern California"
ci,15244393,0,"Tuesday, November 13, 2012 03:32:25 UTC",34.6947,-116.2717,2.4,0.10,39,"Southern California"
uw,60473822,2,"Tuesday, November 13, 2012 03:24:26 UTC",47.6613,-120.2427,2.1,6.40,17,"Washington"
nc,71881440,0,"Tuesday, November 13, 2012 03:23:21 UTC",36.5722,-121.0372,1.5,7.70,11,"Central California"
us,c000drkq,6,"Tuesday, November 13, 2012 03:11:26 UTC",-20.4677,-69.0119,5.0,91.50,268,"Tarapaca, Chile"
ak,10599157,2,"Tuesday, November 13, 2012 02:24:00 UTC",57.5424,-142.8629,3.2,27.50,45,"Gulf of Alaska"
nc,71881430,0,"Tuesday, November 13, 2012 02:21:40 UTC",35.9260,-120.4817,1.3,4.60,18,"Central California"
ak,10599148,2,"Tuesday, November 13, 2012 02:18:13 UTC",64.9283,-151.1913,2.6,11.30,17,"Central Alaska"
ak,10599138,1,"Tuesday, November 13, 2012 02:12:43 UTC",57.6864,-142.8159,3.4,38.90,39,"Gulf of Alaska"
ci,15244361,0,"Tuesday, November 13, 2012 02:07:11 UTC",33.7067,-116.7963,1.0,18.30,34,"Southern California"
uu,60004687,2,"Tuesday, November 13, 2012 02:06:36 UTC",40.0182,-111.3210,1.6,1.90,16,"Utah"
ak,10599130,2,"Tuesday, November 13, 2012 02:05:02 UTC",63.2362,-150.4175,1.5,119.30, 9,"Central Alaska"
ak,10599119,1,"Tuesday, November 13, 2012 01:57:43 UTC",64.7266,-146.8280,1.2,13.30, 7,"Central Alaska"
ak,10599118,1,"Tuesday, November 13, 2012 01:57:00 UTC",56.8100,-142.4385,3.4,0.10,16,"Gulf of Alaska"
us,c000drkd,6,"Tuesday, November 13, 2012 01:56:45 UTC",-1.7773,-81.5940,5.0,34.80,258,"off the coast of Ecuador"
ak,10599116,1,"Tuesday, November 13, 2012 01:56:14 UTC",64.7028,-146.8988,1.4,7.30,12,"Central Alaska"
us,c000drkc,4,"Tuesday, November 13, 2012 01:52:20 UTC",19.2383,96.0823,4.8,18.20,23,"Myanmar"
ci,15244345,0,"Tuesday, November 13, 2012 01:44:58 UTC",34.0000,-116.9562,2.1,13.80,128,"Southern California"
ak,10599110,2,"Tuesday, November 13, 2012 01:44:32 UTC",64.9744,-151.4099,2.0,10.00, 9,"Central Alaska"
nc,71881370,2,"Tuesday, November 13, 2012 01:15:06 UTC",38.8388,-122.9375,1.2,5.40,39,"Northern California"
nc,71881365,2,"Tuesday, November 13, 2012 01:10:34 UTC",37.0662,-121.1068,1.0,0.00,11,"Central California"
ak,10599089,2,"Tuesday, November 13, 2012 01:02:08 UTC",60.0938,-145.5485,1.8,10.00,24,"Southern Alaska"
ak,10599084,2,"Tuesday, November 13, 2012 01:00:55 UTC",60.0755,-145.5247,2.0,10.00,27,"Southern Alaska"
nc,71881325,2,"Tuesday, November 13, 2012 00:51:38 UTC",37.6792,-119.4338,1.2,8.20, 9,"Central California"
ci,15244337,0,"Tuesday, November 13, 2012 00:46:06 UTC",34.2233,-117.5075,1.3,7.50,20,"Greater Los Angeles area, California"
ak,10599073,2,"Tuesday, November 13, 2012 00:43:37 UTC",60.0484,-145.5379,2.1,0.60,29,"Southern Alaska"
ci,15244329,0,"Tuesday, November 13, 2012 00:19:16 UTC",35.5050,-116.2482,3.0,0.70,25,"Southern California"
us,c000drje,7,"Tuesday, November 13, 2012 00:12:00 UTC",10.3624,-85.5481,4.2,39.60,42,"Costa Rica"
ak,10599056,2,"Tuesday, November 13, 2012 00:07:39 UTC",64.9847,-147.3721,1.2,1.00,11,"Central Alaska"
hv,60430321,1,"Monday, November 12, 2012 23:59:01 UTC",19.2113,-155.3498,1.8,14.00,17,"Island of Hawaii, Hawaii"
ak,10599039,2,"Monday, November 12, 2012 23:54:04 UTC",57.5692,-142.9026,3.9,12.00,78,"Gulf of Alaska"
ak,10599024,2,"Monday, November 12, 2012 23:38:15 UTC",57.6567,-142.8316,2.5,4.60,21,"Gulf of Alaska"
ak,10599021,1,"Monday, November 12, 2012 23:33:17 UTC",59.5992,-142.3568,2.0,8.20, 7,"Gulf of Alaska"
ak,10599015,2,"Monday, November 12, 2012 23:30:04 UTC",57.5493,-142.8132,2.9,11.90,24,"Gulf of Alaska"
ak,10599008,2,"Monday, November 12, 2012 23:25:53 UTC",63.5085,-151.0407,1.2,1.00, 9,"Central Alaska"
ak,10598997,2,"Monday, November 12, 2012 23:18:57 UTC",57.5203,-142.8435,3.5,12.20,51,"Gulf of Alaska"
nn,00393645,9,"Monday, November 12, 2012 23:18:47 UTC",37.6521,-116.1402,1.1,8.00,12,"Nevada"
us,c000drir,8,"Monday, November 12, 2012 23:18:42 UTC",42.5576,19.0212,4.6,14.00,71,"Montenegro"
ci,15244321,0,"Monday, November 12, 2012 23:06:15 UTC",34.3310,-116.8452,1.0,0.90,19,"Southern California"
us,c000dril,5,"Monday, November 12, 2012 23:02:24 UTC",-37.7612,77.9166,4.8,9.90,28,"Mid-Indian Ridge"
ak,10598988,1,"Monday, November 12, 2012 23:00:14 UTC",59.9497,-152.1670,1.1,67.00, 6,"Southern Alaska"
ak,10598978,1,"Monday, November 12, 2012 22:54:22 UTC",63.0038,-150.7186,1.7,86.50, 7,"Central Alaska"
ak,10598971,2,"Monday, November 12, 2012 22:53:39 UTC",57.5061,-142.8097,3.3,9.80,45,"Gulf of Alaska"
ak,10598970,1,"Monday, November 12, 2012 22:53:31 UTC",64.9521,-151.2630,1.7,8.60,10,"Central Alaska"
ak,10598828,1,"Monday, November 12, 2012 22:45:21 UTC",59.9951,-142.9124,1.5,63.50, 7,"Gulf of Alaska"
ak,10598825,2,"Monday, November 12, 2012 22:41:42 UTC",56.0412,-152.7121,3.3,0.00,19,"Kodiak Island region, Alaska"
ak,10598820,2,"Monday, November 12, 2012 22:34:50 UTC",57.5361,-142.8006,2.9,10.00,28,"Gulf of Alaska"
ak,10598812,2,"Monday, November 12, 2012 22:20:52 UTC",57.4965,-142.5810,4.3,20.00,32,"Gulf of Alaska"
ak,10598808,2,"Monday, November 12, 2012 22:18:46 UTC",57.5445,-142.8024,4.2,11.80,38,"Gulf of Alaska"
ci,15244313,0,"Monday, November 12, 2012 22:18:45 UTC",33.6908,-116.6835,1.1,20.00,44,"Southern California"
ak,10598802,1,"Monday, November 12, 2012 22:16:42 UTC",57.8604,-142.8138,3.4,56.70,32,"Gulf of Alaska"
uw,60473777,1,"Monday, November 12, 2012 22:12:48 UTC",49.3277,-120.4842,2.1,0.00, 8,"British Columbia, Canada"
ci,15244289,5,"Monday, November 12, 2012 22:10:01 UTC",33.9787,-117.0713,1.0,14.80,67,"Greater Los Angeles area, California"
ak,10598785,1,"Monday, November 12, 2012 21:51:57 UTC",56.7390,-143.2325,3.4,0.00,19,"Gulf of Alaska"
ak,10598780,1,"Monday, November 12, 2012 21:50:41 UTC",63.0749,-151.4552,2.0,0.10,20,"Central Alaska"
ak,10598771,1,"Monday, November 12, 2012 21:41:14 UTC",58.9969,-142.7702,2.5,39.60,22,"Gulf of Alaska"
nc,71881170,2,"Monday, November 12, 2012 21:39:11 UTC",37.3252,-122.1052,1.2,0.00,15,"San Francisco Bay area, California"
ak,10598762,2,"Monday, November 12, 2012 21:33:14 UTC",57.5580,-143.0600,2.5,52.00,10,"Gulf of Alaska"
ak,10598753,2,"Monday, November 12, 2012 21:29:59 UTC",57.5943,-142.7593,3.2,46.90,32,"Gulf of Alaska"
ak,10598749,2,"Monday, November 12, 2012 21:27:51 UTC",63.4971,-150.1178,1.8,140.10,21,"Central Alaska"
ci,15244281,3,"Monday, November 12, 2012 21:16:41 UTC",33.6385,-116.7158,1.1,14.70,66,"Southern California"
ak,10598740,2,"Monday, November 12, 2012 21:08:15 UTC",57.5403,-142.8041,3.6,11.90,40,"Gulf of Alaska"
ak,10598734,2,"Monday, November 12, 2012 20:57:58 UTC",57.7451,-142.9552,2.7,0.00,19,"Gulf of Alaska"
ak,10598710,3,"Monday, November 12, 2012 20:42:17 UTC",57.6049,-142.8986,6.4,12.00,43,"Gulf of Alaska"
ak,10598708,1,"Monday, November 12, 2012 20:38:41 UTC",60.8335,-152.0245,2.0,102.20, 7,"Southern Alaska"
nc,71881135,3,"Monday, November 12, 2012 20:29:46 UTC",36.8713,-121.3367,1.4,7.50,47,"Central California"
uu,60004662,2,"Monday, November 12, 2012 20:19:42 UTC",44.2557,-110.6597,1.2,9.00,13,"Yellowstone National Park, Wyoming"
ak,10598686,2,"Monday, November 12, 2012 20:07:29 UTC",59.8518,-153.2471,2.5,114.60,50,"Southern Alaska"
ak,10598685,2,"Monday, November 12, 2012 20:05:48 UTC",55.5075,-160.7968,2.3,87.20, 8,"Alaska Peninsula"
uw,60473732,2,"Monday, November 12, 2012 19:45:52 UTC",46.4055,-119.2588,1.5,0.00,22,"Washington"
nc,71881095,3,"Monday, November 12, 2012 19:37:39 UTC",38.8252,-122.7980,1.3,3.70,62,"Northern California"
nc,71881090,3,"Monday, November 12, 2012 19:36:47 UTC",38.8248,-122.7990,1.4,3.30,69,"Northern California"
ak,10598659,2,"Monday, November 12, 2012 19:30:17 UTC",62.0605,-152.4299,1.7,121.30,14,"Central Alaska"
uu,60004652,2,"Monday, November 12, 2012 19:28:00 UTC",40.5010,-110.6708,1.2,6.00,10,"Utah"
nc,71881085,2,"Monday, November 12, 2012 19:20:26 UTC",36.3162,-120.8942,1.1,5.10,15,"Central California"
nc,71881080,2,"Monday, November 12, 2012 19:17:53 UTC",36.6507,-121.2675,1.5,4.60,32,"Central California"
nc,71881075,2,"Monday, November 12, 2012 19:17:35 UTC",36.6502,-121.2675,1.1,4.80,18,"Central California"
ak,10597552,2,"Monday, November 12, 2012 18:44:07 UTC",59.9096,-140.1129,1.6,1.50,15,"Southeastern Alaska"
ci,15244249,3,"Monday, November 12, 2012 18:33:17 UTC",34.2220,-117.5165,1.6,8.30,102,"Greater Los Angeles area, California"
ak,10597545,2,"Monday, November 12, 2012 18:25:48 UTC",63.1748,-150.7845,1.5,129.70, 7,"Central Alaska"
ci,15244233,3,"Monday, November 12, 2012 18:03:35 UTC",36.0205,-117.7747,1.7,2.00,22,"Central California"
nn,00393606,9,"Monday, November 12, 2012 17:58:43 UTC",36.7254,-115.4793,1.5,0.00, 9,"Nevada"
ci,15244225,3,"Monday, November 12, 2012 17:51:18 UTC",35.5082,-116.2498,2.6,0.00,28,"Southern California"
uu,60004627,2,"Monday, November 12, 2012 17:34:36 UTC",44.6330,-110.3407,1.3,5.00,12,"Yellowstone National Park, Wyoming"
uw,60473707,1,"Monday, November 12, 2012 17:27:41 UTC",46.3922,-119.2578,1.0,1.60,12,"Washington"
ak,10597531,2,"Monday, November 12, 2012 17:23:56 UTC",61.4747,-150.8098,1.1,71.50, 6,"Southern Alaska"
ak,10597533,1,"Monday, November 12, 2012 17:23:44 UTC",63.5761,-147.1837,1.4,1.00, 4,"Central Alaska"
ci,15244217,2,"Monday, November 12, 2012 17:15:16 UTC",36.0770,-117.9835,1.3,9.80,14,"Central California"
ak,10597523,1,"Monday, November 12, 2012 17:11:45 UTC",63.8402,-148.3610,2.0,84.60,25,"Central Alaska"
uw,60473702,1,"Monday, November 12, 2012 17:10:10 UTC",46.3987,-119.2565,1.6,0.50,17,"Washington"
nc,71881020,0,"Monday, November 12, 2012 17:02:14 UTC",38.8180,-122.7785,1.2,0.80,16,"Northern California"
uw,60473697,1,"Monday, November 12, 2012 17:01:23 UTC",46.3987,-119.2598,1.0,0.50,11,"Washington"
ak,10597518,1,"Monday, November 12, 2012 16:56:26 UTC",62.0564,-150.7310,1.7,0.30,13,"Central Alaska"
nc,71881010,0,"Monday, November 12, 2012 16:50:27 UTC",38.7595,-122.7423,1.2,2.50,18,"Northern California"
nc,71880995,3,"Monday, November 12, 2012 16:38:41 UTC",36.6775,-121.3048,1.7,6.50,42,"Central California"
ak,10597509,1,"Monday, November 12, 2012 16:32:06 UTC",64.4614,-148.0897,1.1,20.10,12,"Central Alaska"
nc,71880970,1,"Monday, November 12, 2012 16:13:03 UTC",38.7947,-122.7505,1.7,0.20,23,"Northern California"
ak,10597492,1,"Monday, November 12, 2012 15:42:48 UTC",59.9752,-152.1343,2.4,38.60,30,"Southern Alaska"
ci,15244201,5,"Monday, November 12, 2012 15:41:32 UTC",33.0243,-116.4360,1.3,5.10,72,"Southern California"
nc,71880955,1,"Monday, November 12, 2012 15:33:47 UTC",38.8453,-122.8258,1.9,1.60,27,"Northern California"
ak,10597485,1,"Monday, November 12, 2012 15:29:38 UTC",64.9800,-146.9361,1.3,13.20, 9,"Central Alaska"
us,c000dr8u,C,"Monday, November 12, 2012 14:58:14 UTC",-17.5387,-173.2497,5.0,35.00,99,"Tonga"
us,c000dr8h,9,"Monday, November 12, 2012 14:47:43 UTC",-24.1860,178.9193,5.3,568.40,311,"south of the Fiji Islands"
ci,15244185,3,"Monday, November 12, 2012 14:46:32 UTC",32.8965,-115.5347,2.0,8.60,55,"Southern California"
nc,71880915,3,"Monday, November 12, 2012 14:38:30 UTC",37.1570,-119.3088,1.7,24.20,27,"Central California"
ak,10597468,1,"Monday, November 12, 2012 14:31:34 UTC",62.8921,-150.8828,1.5,20.60, 9,"Central Alaska"
ci,15244169,5,"Monday, November 12, 2012 14:14:44 UTC",34.0400,-117.2502,1.6,16.90,120,"Greater Los Angeles area, California"
ci,15244129,4,"Monday, November 12, 2012 14:11:38 UTC",34.2495,-116.7620,1.4,3.20,108,"Southern California"
ak,10597459,2,"Monday, November 12, 2012 14:09:59 UTC",52.7380,-173.6013,3.9,135.60,29,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10597455,1,"Monday, November 12, 2012 14:01:55 UTC",59.8434,-141.2810,1.8,13.10,20,"Southeastern Alaska"
ak,10597451,2,"Monday, November 12, 2012 13:28:21 UTC",62.1857,-149.5268,1.0,1.90, 7,"Central Alaska"
nc,71880895,3,"Monday, November 12, 2012 13:16:45 UTC",36.3020,-120.8390,2.7,9.90,100,"Central California"
ak,10597445,1,"Monday, November 12, 2012 13:12:21 UTC",63.2894,-151.1133,1.2,5.70, 5,"Central Alaska"
us,c000dr7f,4,"Monday, November 12, 2012 12:08:14 UTC",10.6681,-61.9728,4.6,78.50,40,"Sucre, Venezuela"
us,c000dr6y,B,"Monday, November 12, 2012 11:15:10 UTC",29.6955,138.1235,5.0,506.20,428,"Izu Islands, Japan region"
us,c000dr6t,5,"Monday, November 12, 2012 10:55:14 UTC",-45.6800,-76.9579,4.7,10.00,43,"off the coast of Aisen, Chile"
uu,60004597,6,"Monday, November 12, 2012 10:43:32 UTC",40.0850,-111.4070,2.5,8.00,48,"Utah"
us,c000dr6h,9,"Monday, November 12, 2012 10:32:28 UTC",-24.0196,-179.9020,5.0,540.60,207,"south of the Fiji Islands"
ci,15244073,4,"Monday, November 12, 2012 10:28:31 UTC",34.2188,-117.5155,1.2,9.00,78,"Greater Los Angeles area, California"
pr,12317001,0,"Monday, November 12, 2012 10:11:36 UTC",18.1811,-67.3430,2.3,11.00, 5,"Mona Passage, Puerto Rico"
ak,10597412,2,"Monday, November 12, 2012 09:48:15 UTC",59.9143,-139.1960,1.5,1.00, 9,"Southeastern Alaska"
nc,71880840,3,"Monday, November 12, 2012 08:59:44 UTC",36.5952,-121.2048,2.4,9.00,76,"Central California"
us,c000dr5u,4,"Monday, November 12, 2012 08:45:45 UTC",9.7772,-84.2782,4.5,30.20,29,"Costa Rica"
nc,71880830,2,"Monday, November 12, 2012 08:45:24 UTC",36.2982,-120.8470,1.9,7.00,38,"Central California"
ak,10597404,1,"Monday, November 12, 2012 08:33:02 UTC",60.0931,-150.3402,1.8,48.00,11,"Kenai Peninsula, Alaska"
uu,60004587,2,"Monday, November 12, 2012 08:23:13 UTC",44.2742,-110.6878,1.2,11.60, 9,"Yellowstone National Park, Wyoming"
ak,10597400,1,"Monday, November 12, 2012 08:05:08 UTC",63.9887,-150.5492,1.5,0.00,12,"Central Alaska"
ci,15244041,2,"Monday, November 12, 2012 07:59:12 UTC",34.0500,-116.2335,1.3,10.10,28,"Southern California"
nc,71880815,2,"Monday, November 12, 2012 07:54:44 UTC",37.3303,-118.5485,1.2,11.90,10,"Central California"
ci,15244033,2,"Monday, November 12, 2012 07:51:37 UTC",34.0462,-116.2333,1.5,8.80,66,"Southern California"
nc,71880800,0,"Monday, November 12, 2012 07:43:19 UTC",40.0265,-122.0270,1.6,8.00, 7,"Northern California"
us,c000dr4t,7,"Monday, November 12, 2012 07:26:04 UTC",52.1713,-131.2202,4.1,10.00,123,"Queen Charlotte Islands, Canada region"
uu,60004577,2,"Monday, November 12, 2012 07:24:00 UTC",44.2645,-110.6803,1.4,14.30,12,"Yellowstone National Park, Wyoming"
uu,60004572,2,"Monday, November 12, 2012 07:10:56 UTC",44.2763,-110.7112,1.7,16.90, 9,"Yellowstone National Park, Wyoming"
ak,10597393,1,"Monday, November 12, 2012 06:59:24 UTC",59.4260,-151.7765,1.7,34.10, 6,"Kenai Peninsula, Alaska"
nc,71880765,2,"Monday, November 12, 2012 06:53:57 UTC",37.9553,-118.6210,1.4,4.70,25,"Central California"
